CustomerID,CustomerName,CustomerAddress,City,Region,CustomerPhone,CustomerEmail
566da990-e841-4183-9aef-939ff00fb261,Valérie Dos Santos,"2, avenue Menard
70631 Bodin",Menard-sur-Mer,Région du Littoral,0299520382,williamdupuy@example.org
7274169b-e5b8-402a-8454-0c86af245b78,Alex de la Moreno,"88, rue Rousseau
64093 Jean",Michel,Région de l'Est,+33 (0)1 45 36 55 54,frederic88@example.net
3c1cfa04-7d8e-4dfa-bca6-a59c40e1ca98,Valentine Duhamel,"40, boulevard Simon
54542 WeissVille",Deschamps-les-Bains,Région du Nord,0582967791,monnierjean@example.com
c244e9d8-db16-4c3a-8789-f7b208a4fe76,Thierry Morel,"14, rue Charles Lévy
30821 Peltier",Bouchet-sur-Lecomte,Région du Littoral,0438496767,catherine37@example.com
5e083b58-4f18-4c3b-852b-6da5b4158a65,Thierry Morin,"81, chemin Nicolas Ollivier
68194 Sainte Claire",Pottierboeuf,Région de l'Ouest,0230495318,patriciamallet@example.org
9f7ae626-4bd7-402f-854e-fcc419673fb1,Denise Hamon de Maury,"958, boulevard de Pinto
02753 GautierVille",Cordier-sur-Vallet,Région du Nord-Ouest,+33 2 53 37 53 01,courtoislaetitia@example.org
09136a89-54ff-444d-a1e5-6f55679af7f7,Virginie Prévost,"avenue Alain Thomas
94023 Mace",Leclercq,Région de l'Est,05 16 72 70 51,lecontedorothee@example.net
27ae5085-11da-43d0-bf99-1c33860ea7c0,Sabine-Alex Weber,"36, avenue Simone Guillot
82580 Antoine-la-Forêt",FournierBourg,Région du Nord-Ouest,01 76 29 01 26,pichonrichard@example.com
33904906-52eb-4884-add8-f7dd2ee05db1,Georges Poulain-Leblanc,"boulevard de Bousquet
72254 Gimenez",Laurent,Région de l'Ouest,+33 5 53 07 11 10,jeanneberger@example.org
ada0eb9b-b543-485a-a8e5-250a77cae0b8,Maggie Raynaud,"29, rue de Hamel
52765 Chevalier",DavidBourg,Région de l'Adamaoua,+33 4 89 55 01 81,mullerfrederic@example.org
46277009-37bc-4760-b08d-781df81364f4,Maggie Hubert de la Laroche,"2, chemin Gérard Lombard
36072 Chauvin-sur-Picard",Perrierdan,Région de l'Ouest,+33 4 73 70 21 60,bousquetagathe@example.org
7c3a8fe1-3321-44dc-ace6-cb8365221766,Jérôme Ribeiro de la Lenoir,"197, rue Frédéric Schneider
08619 Saint Mathilde",Saint Éléonore,Région de l'Adamaoua,01 64 59 25 24,noelfrancois@example.org
e5707aa6-794d-4b94-840c-8481e72681e7,Édouard Duval,"64, rue Josette Chrétien
83514 Wagner",Sainte Gabrielledan,Région du Nord-Ouest,0473781051,zmillet@example.org
7c755110-7d2e-4977-a505-0a5fef019df0,Nathalie-Bernadette Marion,"423, rue Fernandes
93587 GrosVille",Lesage,Région du Nord,0262956866,renaudroger@example.org
56685599-bd3e-44c1-8be4-0ab1fbc82f4c,Sébastien Hoareau,"chemin Raymond Petitjean
28668 Jacob",Saint NoémiBourg,Région du Nord,+33 2 62 48 05 25,plemaire@example.org
91f97bc2-eb5e-4253-aa03-0569955be6bf,Patrick Allain-Maury,"rue de Evrard
54758 Nguyen",Marin-sur-Dupuis,Région du Littoral,+33 2 48 40 78 19,guillonagathe@example.net
70324a91-a50c-432b-bdd7-88521f455cd3,Nath Renard,"93, boulevard Alix Guichard
76870 Picard",Ollivier,Région de l'Est,+33 (0)2 34 27 36 18,legerlouis@example.net
5381b667-849e-44b7-bc67-11bb494c2fd9,Brigitte Fleury-Julien,"82, rue Anouk Thomas
95809 Dijoux",Michaud,Région de l'Adamaoua,+33 (0)4 95 58 53 75,wgarcia@example.net
50e0215b-4c1d-4fcf-912b-7b46caf6fe53,David Lebrun,"91, rue Lucas Lacroix
60735 Sauvage-la-Forêt",Rodriguez,Région du Nord-Ouest,+33 (0)5 49 79 53 00,tdidier@example.net
2c2247df-0078-4c07-affe-a226c55db6ab,Brigitte Georges-Alves,"92, boulevard Diallo
91988 GuillonVille",Sainte Anouk-les-Bains,Région du Nord,05 82 31 04 24,umenard@example.org
5f73717d-3da3-49e5-a15c-8775979169e5,Alice de Roussel,"6, avenue de Benoit
82919 Mendèsnec",Sainte Caroline-la-Forêt,Région du Littoral,0142670073,petitclaudine@example.org
a0db42a5-4031-4e4d-86a7-31673906cd69,Michel du Adam,"54, rue Carpentier
13161 Chrétien",Gayboeuf,Région de l'Ouest,03 60 55 09 86,dnoel@example.org
2ca2a5bf-4a99-4db3-a8ca-884367634cee,Colette Sanchez,"boulevard Berthelot
28923 Laurent",Saint Marie-la-Forêt,Région du Littoral,+33 3 84 80 74 02,marie45@example.org
0b71082d-65a2-4cbb-937e-e9c53bd0528d,Agathe Lamy,"90, rue Antoine Samson
15177 Gimenez-la-Forêt",Dupré,Région de l'Est,02 56 32 75 47,mathildeperrier@example.com
94319496-cab5-4d03-8f53-f7ceb574471a,Martin Courtois du Le Roux,"972, rue Duval
50174 BruneauBourg",Guyot,Région de l'Est,0230711547,lefevremarine@example.com
7f5677ed-6bd5-4315-a31e-3f406f8cfff8,Margaux Dupuis de la Delmas,"24, rue de Aubert
80766 Blot-sur-Lopes",Perrier,Région du Centre,+33 (0)2 48 89 44 00,guillaume95@example.org
55f9fc40-b5c3-449d-8e97-f4975d010ec3,Simone Le Bertrand,"chemin de Bruneau
84268 Guichard",Cousin,Région de l'Adamaoua,0247445281,obaudry@example.com
72e7a662-2c27-435d-886c-351297ff4b54,Denis Traore,"7, rue de Guérin
29929 Thierry",Meunier-la-Forêt,Région du Centre,04 11 36 11 50,victoirevasseur@example.com
5c7d9fba-ef5d-4f16-80e6-70f8bb03d000,Céline Morel,"2, avenue Cécile Roger
26862 Gonzalez",Duhamel-sur-Vaillant,Région de l'Extrême-Nord,+33 2 99 94 17 59,victor17@example.net
ccba2ac4-9608-41f4-8058-2c7d80b4257f,Nathalie Bernier Le Allard,"19, boulevard Nathalie Gautier
12414 Garnier-la-Forêt",Salmondan,Région de l'Adamaoua,+33 1 39 28 40 93,jeanne92@example.com
44765dc9-d270-476e-a3b7-cb18eb2cad4c,Étienne Julien,"137, avenue Labbé
55802 Lelièvre",Bigot,Région de l'Est,03 81 68 32 24,navarroadele@example.net
4b5a41f5-5f1c-4b51-80aa-100f4dc4f531,André Wagner,"59, boulevard Charrier
81653 CourtoisVille",Camus,Région de l'Est,05 24 60 88 97,constance92@example.net
5690195b-576d-49d6-a225-3b8e6e612f40,Odette Le Loiseau,"400, rue Lopes
92799 Vasseur-sur-Valentin",Collet,Région de l'Est,03 72 75 73 37,margotvaillant@example.net
e046b48e-af38-4acb-99ac-3166d689c4c4,Adèle Guillon,"53, rue Matthieu Martinez
53279 Leduc",Albert,Région de l'Ouest,+33 (0)2 97 05 93 72,madeleine27@example.net
fce0d70f-e938-45ea-a1ff-74ae12dfeb4a,Daniel Peltier,"399, rue Gautier
31714 Martin-les-Bains",Hamel,Région du Nord,+33 (0)4 80 70 58 05,luciepicard@example.com
deb6b7c4-3534-4889-be9a-ef356ce8d094,Richard du Delorme,"16, chemin Joly
39401 Brun",Saint Jérôme-les-Bains,Région de l'Ouest,0245222081,andreemonnier@example.net
09915c80-f14c-49da-9317-9a75e692d25b,Camille Vallée,"94, boulevard Thierry Fontaine
33694 Sainte Gérard",Gros-sur-Lecomte,Région du Nord-Ouest,04 37 20 34 28,chevalliertimothee@example.net
d5173194-59a9-4ad2-970b-dabb6b2fc06f,Lucie Fleury,"64, boulevard Gros
37697 Simon-sur-Mer",Cohen,Région de l'Est,+33 4 27 30 90 00,jguerin@example.org
3eba6201-6182-4fd6-b85e-fc165231a318,Luc Ramos,"18, chemin Éric Durand
59192 Bigot-sur-Blondel",Sainte Emmanuelledan,Région du Nord,+33 2 43 96 58 90,wduval@example.net
885f12b3-1ee6-46cc-aa22-a56719944932,André-Noël Morin,"rue Da Silva
64458 Saint Colettenec",Delahayenec,Région de l'Extrême-Nord,03 57 22 55 13,ncordier@example.org
2c99ee5c-3ea8-4ce9-9728-a29a7797c173,Pauline Guyot,"154, rue Jacqueline Lopes
44948 BenoitBourg",Pereira,Région de l'Ouest,+33 (0)1 81 00 94 55,urodriguez@example.net
12a72be3-e288-4a95-ae2e-482ba4bc39a2,Michèle Chrétien-Laurent,"57, rue de Giraud
42894 Sainte Henriettedan",Duhamel,Région du Littoral,0483662585,allainmargaud@example.org
d7b141f6-91d7-4fb3-a31b-49c74090f95f,Émilie Allain Le Rousset,"rue Manon Peltier
26728 Nicolas-la-Forêt",Faivre,Région du Centre,0218294438,ptorres@example.com
fd771aa0-08a9-4109-8794-dd5059e1fc96,Alice du Dubois,"20, avenue Margaux Lejeune
96735 Laine",Clerc,Région du Nord,+33 (0)4 80 97 13 38,penelopebecker@example.com
3b5b9654-a702-47f2-9980-e6cb37cee6a6,Dorothée Ollivier,"3, avenue Guillet
57429 Ledoux",Leduc,Région de l'Adamaoua,0364400956,micheldenis@example.com
206f625f-4a3a-4d92-9955-5445902092cb,Frédéric Berger,"7, boulevard Christiane Faure
10488 ValletBourg",Parentdan,Région du Nord-Ouest,+33 3 67 27 88 17,josephgarnier@example.com
838b290c-3953-4100-a7fa-5c31fc716425,Guy Faivre,"37, boulevard Paulette Meyer
71569 Sainte Olivier",Hernandeznec,Région du Littoral,01 46 53 94 61,marinelaporte@example.org
cfaf70f7-fe32-4497-ae8a-0c884cef6ce5,Louise Guillet-Pruvost,"23, avenue Marques
03037 Brunnec",Rey,Région de l'Adamaoua,+33 3 69 52 45 42,costathierry@example.com
17d45fc5-e55f-4e8e-8f6f-cca2ebfc35de,Théophile Brun,"rue Mathieu
30022 Maillet",Saint Aimée,Région de l'Est,+33 (0)1 53 07 41 22,astridmaillard@example.org
1f102755-2137-42f4-bff4-fdb9a0e4d3b7,Chantal Briand,"boulevard de Bazin
10530 Pinto",Baronnec,Région de l'Extrême-Nord,+33 3 24 64 38 90,rpons@example.org
c81d8abb-839d-4249-94b7-b39ccef43aef,Christophe Renard de la Costa,"73, chemin Margaud Clément
71679 JacobBourg",Laporte,Région du Littoral,+33 3 86 24 69 11,bonnettheophile@example.org
2593e075-b394-4e7b-b9cd-a1d5887ef8b8,Benoît Guillet,"298, rue Éric Hebert
57456 DescampsBourg",Masson,Région du Nord,05 96 24 69 69,uteixeira@example.org
8b00cf85-a725-4278-a108-17e98980832e,Émile Ferreira du Leclerc,"75, chemin Caron
61694 Hamon",Dupuis-sur-Buisson,Région du Littoral,+33 4 87 17 72 02,mmoulin@example.org
63e6fad4-2bc4-4a27-b433-5c9545c8bc3f,Claudine Courtois du Chevalier,"rue Robin
15630 Voisin",Seguin,Région de l'Extrême-Nord,+33 (0)1 78 63 78 53,mmoreau@example.net
5269a6d9-4690-411d-bd50-ae330c8809b8,Marguerite Morvan,"622, boulevard Hamon
01558 Sainte SuzanneVille",Besnard,Région du Centre,0579388217,laurence19@example.com
ba8d5bc8-fd2f-4b96-be47-61ecb7704f18,Corinne Hubert,"8, rue Boyer
86800 Cohen-les-Bains",Sainte Théophile,Région de l'Ouest,03 62 88 42 46,gmendes@example.com
f07cb155-26ec-44d6-aef2-0d0b568cdf5f,Christelle de Lefebvre,"214, boulevard Camille Delahaye
48349 PonsBourg",Denis-sur-Maillard,Région du Nord-Ouest,+33 2 44 12 57 01,gregoire90@example.com
0b860710-ab51-4992-a4a4-a13af167cb16,Noémi Carlier,"36, boulevard Virginie Ferreira
54691 MorvanBourg",Saint Louisboeuf,Région de l'Est,03 75 06 63 40,eugene59@example.org
dbaa2b33-8ed7-465b-aca1-666dcfa40235,André Boucher,"45, rue de Berger
22051 Mahe",Blancdan,Région de l'Adamaoua,01 76 44 00 83,valerie13@example.net
8559b35a-155c-4e0c-b617-a4716675f731,Aurore Gaudin,"93, boulevard Brigitte Delannoy
24188 Lagarde",Teixeira-les-Bains,Région de l'Extrême-Nord,+33 5 36 15 34 89,morenoelisabeth@example.net
68065c43-55bf-4a72-b5b9-9f7dec9fe266,Sébastien-Georges Baron,"785, boulevard Juliette Lefort
46848 Picard-sur-Gomez",Saint Roger,Région du Centre,+33 4 85 10 94 81,rousselaugustin@example.net
9263dffb-a920-4d09-a80b-69c53225f626,Gabriel-Jacques Aubry,"839, avenue de Faivre
44592 Sainte Caroline",Jacquet-sur-Millet,Région du Centre,+33 4 99 63 75 61,aubryclaude@example.org
0717d583-5738-430b-b358-99362e2d6b94,Valentine Guillon-Delorme,"50, rue Guillon
71470 Albert",Diaz,Région de l'Adamaoua,0486389799,remy72@example.org
2728243b-b44b-4c3f-b043-c710a74864fd,Étienne Blot du Hoarau,"17, avenue Arnaude Clément
44327 DupontBourg",Saint Margaux,Région de l'Adamaoua,05 94 27 41 32,scaron@example.org
fa9b9df8-5591-4977-b5ba-6e80dd25fa1d,Anne Jean,"3, boulevard de Mendès
28326 Boulay",Carre,Région du Nord,+33 7 14 30 39 06,inesbonnin@example.net
7922e4d0-3c61-43a3-9fc2-0c972e9c761d,Isabelle Lemaire,"52, avenue Pénélope Lebon
32930 Rocher",Grosnec,Région du Nord,04 15 40 13 39,valerierodriguez@example.com
194c6acc-078e-4de5-90c4-18703378c544,Eugène-Noël Dupuy,"637, chemin Laetitia Marie
45154 Guillaume",Charles-sur-Gilles,Région de l'Extrême-Nord,0262708666,vincentleduc@example.org
ce5823d2-0989-4139-aeec-90b4ed032afc,Jules de Collet,"10, rue Letellier
55014 Hubert-sur-Mer",Aubert,Région du Nord,+33 (0)2 31 82 47 27,rousselbenoit@example.net
97e04fae-2770-4bec-ae5f-dd0420f51da1,Marianne Olivier,"22, chemin Durand
27398 Martins-sur-Pierre",Letellier,Région du Nord-Ouest,0141987543,ndurand@example.com
64f77066-8b92-4c21-b762-830529ec0426,Christophe Breton,"boulevard de Pires
82583 Weiss",Bousquet-la-Forêt,Région de l'Extrême-Nord,0565082820,faivrefrederic@example.net
305e7dc7-c2c9-4890-9150-89ef25d6cbf0,Hélène Bertrand,"rue de Gomez
22388 Renaud",Leroux,Région de l'Extrême-Nord,0559494808,marianne81@example.com
c86631ff-10fc-43ee-a8e4-3cdee2fbaee5,Vincent Michel,"585, rue Gilles
15601 Saint SuzanneBourg",Dijoux,Région du Littoral,+33 (0)3 51 86 16 11,emilieloiseau@example.org
2e093cb4-f936-4bfa-9412-211969709de1,Aimé Lacombe,"60, rue Marine Courtois
73150 Julienboeuf",Saint LéonBourg,Région du Nord-Ouest,+33 (0)4 73 14 49 88,danielle99@example.org
6d60541b-918d-49ca-a2a7-d89d755dee8e,Manon Bazin,"24, rue Gomez
42587 Turpin",Fouquet,Région du Littoral,04 44 82 07 63,ollivierfranck@example.net
89de348c-d443-4d02-8c62-b401dc552633,Michelle Marie,"995, rue Peltier
39960 Hubertnec",Fernandes,Région du Nord-Ouest,+33 (0)5 90 21 65 92,tgillet@example.net
4bef5e27-bf31-43e7-b138-7946301a0e61,Margot Delorme,"8, avenue Caroline Diaz
75793 Saint Paulette",Langlois,Région de l'Adamaoua,05 16 09 18 47,ureynaud@example.org
5af8bf31-dbe4-47a1-af3c-540d03e7e365,Agnès Allard Le Peltier,"40, boulevard Édouard Leclercq
07494 Samson",Bigot-sur-Leduc,Région de l'Ouest,0387628109,alixpires@example.com
af8c68ce-bee3-4462-96c8-d0182629b659,Marine Arnaud,"239, rue Charlotte Jacques
12284 Millet-sur-Marchal",Blin-sur-Mer,Région de l'Est,0518556354,diane82@example.com
dd776df3-9f15-4315-abc6-b18469d08c87,Élisabeth Texier-Pasquier,"45, avenue de Gilles
97519 Guibert",Munoz-les-Bains,Région de l'Ouest,+33 4 20 57 24 58,ngautier@example.org
b0fcee67-962d-486c-8e67-3258eaa2ede4,Maggie Prévost,"505, rue Bertrand
64993 Bernard",Imbert,Région de l'Ouest,+33 (0)4 75 49 84 66,anouk35@example.com
4c5bafa0-0ab0-423b-85d4-49fe2c0242b9,Étienne Rousseau,"6, rue de Laurent
29693 LouisBourg",Saint Adrienne,Région du Nord,+33 5 79 52 18 19,blondelarthur@example.net
b1145c4a-3079-46a6-be73-fb0ded669ca5,Alfred Alexandre,"boulevard Renaud
70108 Roussel",Saint Thibault,Région du Centre,+33 5 54 74 94 14,morvanmichele@example.net
a905cb01-fc82-4ff5-aa67-4404e4f4a21d,Paul Pires,"9, avenue Susanne Salmon
42663 Renaultboeuf",Vallée-sur-Mer,Région de l'Adamaoua,+33 3 76 76 57 31,lmoreau@example.com
764e81e6-5222-4b0b-b9d4-2feef180300c,Lucie Le Arnaud,"36, chemin Meyer
26441 Maillard-la-Forêt",BarbeVille,Région du Centre,+33 4 83 87 34 23,zruiz@example.com
894861a7-b9fc-4a12-abf2-8db189eef861,Thomas du Simon,"76, chemin de Dufour
55221 Sainte Sylvie",Leclerc,Région de l'Extrême-Nord,+33 (0)2 72 55 08 30,claude91@example.com
4333987b-d893-4477-a6f6-a4fea5aa7ca0,Julie Dias Le Pons,"chemin David Vasseur
35974 Sainte Denisboeuf",Royer-sur-Sanchez,Région du Centre,03 58 48 53 98,rollanddavid@example.org
8ed4dc3b-d825-408b-ae82-69c2ee7db051,Hortense Charles,"25, boulevard Antoine Guillou
19769 Dupont",Sainte Alex,Région du Nord-Ouest,0139335832,eugene93@example.com
a1117b27-821e-45f8-9c60-dda1ea5bcf12,Anouk Le Dupré,"rue David Loiseau
23236 Sainte Maryse",Grenier,Région du Centre,01 78 20 29 79,kcohen@example.com
a5bd0031-23cd-4c89-a51d-71b6f3792832,Marianne du Chauvin,"16, avenue de Brunet
26451 Sainte Zoé",Fabre,Région du Centre,+33 5 18 61 59 74,jeanaimee@example.org
d019e817-1870-4f63-8d13-6ab57153dad8,Luc du Bègue,"33, rue Julie Pineau
20188 Sainte Laure",Saint Raymond,Région du Nord,+33 (0)4 71 46 85 09,laurentraynaud@example.net
2309683f-9c1f-47fa-8a5f-993b8c7e71f1,Maryse Pruvost,"37, boulevard Claude Rousset
57019 Albertdan",Durand-sur-Mer,Région du Nord-Ouest,0359880031,umerle@example.net
0a20733e-0a54-4283-bb3d-283a443b12f7,Jules du Millet,"62, chemin de Grenier
69807 Bernard",Dupont,Région du Centre,02 47 23 68 74,alfred86@example.org
c9e87e9d-593a-4a53-adb8-aacf4f436bae,Manon Launay de la Lopez,"99, boulevard Inès Salmon
66018 Léger",Buisson,Région du Littoral,0276567953,brigitte74@example.net
26ded164-93b2-4b33-b828-c6826549c2b3,Robert-Vincent Lombard,"76, boulevard Paul
64572 Hoarau",Pasquier-la-Forêt,Région du Nord,+33 3 23 41 37 64,emiliebonnin@example.org
e40a7c66-f32b-46dc-9fd9-22071b5a95eb,Charlotte Berthelot,"5, avenue Frédérique Bertin
35840 Duhamel",Saint Catherineboeuf,Région du Nord-Ouest,0323443721,texiertheophile@example.org
52c134d7-e6ff-49f9-928a-36faff9e8ff5,Hugues Jacques,"725, avenue de Courtois
25742 Thomas-sur-Delaunay",Olivier,Région du Nord-Ouest,0272937481,marianne43@example.org
035184dd-e610-4537-a5c4-04c2df854882,Théodore Morvan,"30, boulevard Thomas Carre
84229 Bouchet-sur-Boyer",Saint Jérômeboeuf,Région du Littoral,+33 1 82 22 23 81,gaillarddavid@example.org
4d5e1b85-f821-4dfb-92c4-9fab4c6ba045,Nath-Anastasie Salmon,"70, rue Pruvost
89532 Saint Aiménec",Meunier,Région de l'Extrême-Nord,+33 (0)4 97 72 60 04,pruvostnicole@example.com
bc976386-6d4e-43ab-beb2-8005c14c865a,Tristan Durand,"297, chemin de Gay
92377 Diaz",Hardy,Région du Littoral,+33 (0)4 82 56 22 00,gabriellegimenez@example.org
0abadc6b-bf0c-4e3b-8db4-30bbb82b5079,Philippine Valentin,"6, rue de Gautier
88093 Sainte Antoinette",Perrot,Région du Nord,+33 4 69 69 00 78,roydorothee@example.net
c3855f78-4a13-4cab-8b2b-bb83b7552b91,Josette Costa,"987, rue Bourdon
15173 Guillonnec",Pottier,Région de l'Adamaoua,+33 4 56 10 44 82,simone84@example.org
075c8b83-dc8b-435e-9375-d315b52860b4,Augustin Muller,"66, chemin Renault
92889 Schmittdan",Saint Émilie,Région de l'Est,+33 (0)4 87 43 87 86,timotheelebreton@example.org
32a696d9-bdef-4632-a65b-d941777f45c9,Anaïs de Guillou,"91, boulevard de Pruvost
57514 Pons",Delorme,Région de l'Adamaoua,+33 (0)4 91 14 46 60,parentchristiane@example.com
b3695df0-e66a-4c10-9d3f-ef6374b3edfa,Constance Le Benoit,"318, chemin Frédéric Jean
93828 Sainte Benjamin-sur-Mer",Rodrigues-la-Forêt,Région de l'Extrême-Nord,04 26 89 88 38,lefebvremargaret@example.net
fde8b749-1267-4291-9f01-9e782e3b2d8b,Gabriel Lambert,"82, rue Bourdon
43903 Saint Grégoire-les-Bains",Saint Margaux,Région du Nord-Ouest,0290852603,mariannelecomte@example.net
e7ebd990-e152-4bbb-8a87-8ca148932807,Alix Gay,"36, chemin Étienne
26509 LelièvreVille",Guyot,Région du Nord-Ouest,+33 (0)4 49 41 55 59,caroline98@example.org
3402a8d7-87e4-48fb-976c-750b5d4e5479,Monique Sanchez,"94, avenue de Klein
73427 Colletnec",Deschamps,Région de l'Extrême-Nord,05 32 44 64 93,theophile39@example.org
da1bb673-c7b7-4396-8c63-af22476bcf22,Françoise Normand,"9, rue Adam
11289 LagardeVille",Denis,Région du Littoral,0465978045,vincentmichaud@example.com
a226bcd7-a863-4d8e-8da9-8135dbfeaa0f,Emmanuelle Petitjean,"chemin Renée Lenoir
15363 Robin",Leclercdan,Région de l'Adamaoua,+33 5 55 87 55 91,sabinelambert@example.com
6ac31e4a-b118-4347-9fe2-22dad56831fa,Étienne Poulain,"435, rue Raymond Mace
75393 Jourdan",Saint Paul-les-Bains,Région de l'Ouest,0143548448,drocher@example.com
d2cd9cce-e4b0-4665-81b4-6ffc285d8aa2,Maurice de Launay,"51, avenue Godard
30606 Saint Jacqueline",Saint Joseph-la-Forêt,Région du Centre,04 86 29 11 17,leclercqantoine@example.net
61bcc8ef-98a7-4746-81a9-6b0538db91a7,Eugène de Martineau,"42, avenue Gérard
04002 Lopes",Sainte Carolinedan,Région de l'Adamaoua,+33 4 76 16 90 54,chamon@example.org
f1ddb9cc-8aab-4902-9105-2a6019c24f5d,Édith Turpin,"76, avenue Matthieu Navarro
85383 Wagner-la-Forêt",Le Gall,Région du Littoral,03 76 03 43 85,amarechal@example.com
